Year,Movie,Income
2019,Bombshell,61404394
1983,National Lampoon’s Vacation,61400000
1990,Flatliners,61308153
2017,My Little Pony: The Movie,61294644
2019,Playing with Fire,61236720
2019,MA,61220784
1990,Misery,61166323
2012,Rock of Ages,61031932
2015,Meitantei Conan: Goka no himawari,60985674
2007,Taxi 4,60865364
2006,Marie Antoinette,60862471
2010,Why Did I Get Married Too?,60831067
2001,Zoolander,60780981
2006,My Super Ex-Girlfriend,60772856
2007,Good Luck Chuck,60709968
2002,The Wild Thornberrys Movie,60694737
2013,Dallas Buyers Club,60611845
2017,The Founding of an Army,60600360
1997,Kiss the Girls,60527873
1999,Fantasia 2000,60518248
2013,Runner Runner,60512680
2005,Lord of War,60437727
1999,10 Things I Hate About You,60413950
2010,Secretariat,60376247
2013,Beautiful Creatures,60282876
2002,I Spy,60279822
2015,The Perfect Guy,60278166
1999,The Insider,60265197
2011,Jiàn Dǎng Wěi Yè,60248011
2010,127 Hours,60217171
1996,Chain Reaction,60209334
2001,Les Rivières Pourpres,60132548
2017,Snatched,60129558
1985,Spies Like Us,60083467
2019,Wo Wei Xiong Di Kuang,60006412
1963,It's a Mad Mad Mad Mad World,60000000
1960,Spartacus,60000000
1997,Jungle 2 Jungle,59925026
2013,A Haunted House,59922558
2005,Son of the Mask,59918422
2010,Morning Glory,59795070
1980,Friday the 13th,59754601
2021,Sheng xia wei lai,59730000
2000,Next Friday,59675307
2003,21 Grams,59667625
2016,The Nice Guys,59596747
1963,Dr. No,59567035
2023,Wǒ Ài Nǐ (我爱你!),59552986
2009,Aliens in the Attic,59551283
1991,The Last Boy Scout,59509925
2019,Baekdusan,59505509
1988,Scrooged,59450796
2000,The Flintstones in Viva Rock Vegas,59431365
2017,The Devotion of Suspect X,59263153
2011,One Day,59168692
2022,Beast,59168339
2003,Matchstick Men,59165300
2022,Moonfall,59053195
2015,The Gift,58978477
2014,The Legend of Hercules,58953319
2001,Jeepers Creepers,58939035
1992,Far and Away,58883840
2012,That’s My Boy,58879681
2001,Behind Enemy Lines,58855732
1998,Sliding Doors,58809149
2017,Chāi dàn zhuānjiā,58807172
2005,Doom,58757178
1968,Funny Girl,58707416
1992,Honey I Blew Up the Kid,58662452
1996,Jack,58617334
2015,Woman in Gold,58586407
2005,Zathura,58545540
2006,Invincible,58501127
2018,Isle of Dogs,58497750
2015,Doragon bôru Z: Fukkatsu no 'F',58408363
2005,Must Love Dogs,58405313
2000,The Ninth Gate,58394308
2007,Are We Done Yet?,58388068
2016,Chongqing Hot Pot,58380950
2023,Jiāo Huàn Rén Shēng (交换人生),58290000
2001,Gosford Park,58271886
2000,Little Nicky,58270391
2002,Bowling for Columbine,58240487
2003,Agent Cody Banks,58240458
2021,Ron’s Gone Wrong,58234808
2014,Chong fan 20 sui,58100000
1991,My Girl,58011485
2014,The Inbetweeners 2,58000000
2013,Yi dai zong shi,57986660
1995,Clueless,57956789
2019,After,57926850
2013,Snitch,57907734
2018,Adrift,57897191
1998,U.S. Marshals,57833603
2014,Dolphin Tale 2,57824533
2016,Nine Lives,57814445
2001,Heartbreakers,57753825
2016,All Eyez on Me,57697426
2017,Yao Ling Ling,57628372
2009,Year One,57604723
2012,End of Watch,57586606
2008,The Eye,57577765
2005,Derailed,57520063
2021,Nobody,57512470
1981,The Cannonball Run,57498710
2003,Under the Tuscan Sun,57490024
1989,Pet Sematary,57469850
2017,The Nut Job 2: Nutty by Nature,57424952
1987,Dragnet,57387000
1974,The Godfather: Part II,57386952
1993,Sister Act 2 Back in the Habit,57319029
2008,Milk,57293371
2014,Boyhood,57273049
1988,Willow,57269863
2007,Smokin' Aces,57263440
1980,The Blues Brothers,57245279
2021,Wo Yao Wo Men Zai Yi Qi,57215847
2008,Prom Night,57193655
2007,The Mist,57189408
1972,"What's Up, Doc?",57142740
1992,Unlawful Entry,57138719
1982,Annie,57063987
2006,The Descent,57051053
1988,Beaches,57041866
2012,Evangelion Shin Gekijôban: Kyu,57019825
2002,Crossroads,57000000
2009,Nine,56984219
1992,Beethoven,56979580
1998,The Man in the Iron Mask,56968169
2019,Zhu Xian,56911144
2017,All the Money in the World,56890649
2017,The Big Sick,56868677
2005,Elektra,56824633
2007,Into the Wild,56822960
2019,Ready or Not,56785851
1998,A Civil Action,56709981
1967,Guess Who's Coming to Dinner,56700000
1980,The Final Countdown,56647800
2002,Murder by Numbers,56643267
2005,"Good Night, and Good Luck",56586901
2019,Das Perfekte Geheimnis,56532065
2016,L.O.R.D: Legend of Ravaging Dynasties,56515806
2009,Dragonball Evolution,56511457
2010,Remember Me,56506120
1993,Tombstone,56505065
2017,Confidential Assignment,56450663
2010,The Crazies,56445534
2002,The Mothman Prophecies,56438555
2003,Cradle 2 the Grave,56434942
1996,The Preacher’s Wife,56432646
2002,Drumline,56398875
2001,15 Minutes,56331864
2023,Magic Mike’s Last Dance,56298979
2023,65,56241027
2018,Mu Hou Wan Jia,56235548
1991,Boyz n the Hood,56215095
2012,Quartet,56178935
2002,Frida,56131239
2018,The 15:17 to Paris,56096200
1983,The Big Chill,56077578
2007,Eastern Promises,56077088
1998,Spice World,56042592
2019,Da Ren Wu,56040680
2016,Florence Foster Jenkins,56000339
2012,Silent Hill: Revelation 3D,55975672
2007,Why Did I Get Married?,55934178
2010,Cop Out,55909910
2005,Kicking and Screaming,55842724
2001,The Animal,55762229
1977,In Search of Noah's Ark,55700000
2000,Pay it Forward,55696705
2005,Pooh's Heffalump Movie,55686944
1970,The Aristocats,55675526
1996,The Craft,55669466
2005,Wangeui Namja,55618300
2008,"Definitely, Maybe",55617866
2013,Delivery Man,55616322
2018,La ch'tite famille,55613061
1993,The Beverly Hillbillies,55598481
1998,Wild Things,55576210
2003,The Lizzie McGuire Movie,55534455
2023,The Boys in the Boat,55521574
2004,Open Water,55518641
2006,Lucky Number Slevin,55495466
2003,Out of Time,55489826
1999,Never Been Kissed,55474757
2003,Rugrats Go Wild,55443032
1998,Great Expectations,55406438
2016,Zoolander 2,55348693
1985,Police Academy 2: Their First Assignment,55337042
2007,We Own the Night,55307857
2012,Yi jiu si er,55287687
2006,She’s the Man,55279608
2012,The Odd Life of Timothy Green,55249159
2011,Extremely Loud and Incredibly Close,55247881
1998,Waking Ned Devine,55193251
1998,Halloween: H2O,55041738
1979,Dawn of the Dead,55000000
2002,Analyze That,54994757
2004,The Motorcycle Diaries,54966165
2014,St. Vincent,54837234
1989,The Abyss,54793434
1990,Predator 2,54768418
2023,Spy x Family Code: White,54764750
1991,Doc Hollywood,54751779
2024,Night Swim,54723338
2023,Knock at the Cabin,54712735
2007,Ironiya Sudby. Prodolzhenie,54700664
2018,Kuai Ba Wo Ge Dai Zou,54663066
2011,Shi Lian 33 Tian,54640000
2002,The Hot Chick,54639509
2014,Qin ai de,54630000
2001,Driven,54616869
2003,National Security,54599300
2003,Looney Tunes: Back in Action,54540662
2004,The Punisher,54533774
2016,The Age of Shadows (밀정),54500169
2017,Downsizing,54462971
2016,Barbershop: The Next Cut,54404202
2012,Lawless,54393687
2004,Spanglish,54344321
2014,No Good Deed,54323210
2023,I Did It My Way (潛行),54316292
1999,Varsity Blues,54294169
2021,Dang Nan Ren Lian Ai Shi,54253498
1987,La Bamba,54215416
2001,Domestic Disturbance,54207112
2011,Madea’s Big Happy Family,54160818
1987,RoboCop,54125172
2015,Sinister 2,54104225
2012,The Three Stooges,54052249
1998,The Borrowers,54045832
2022,The Whale,54044481
2016,Les Visiteurs: La Révolution,53999678
1990,Edward Scissorhands,53980220
1982,The Verdict,53977250
2019,Hellboy,53956480
2023,Asteroid City,53953790
2005,Aeon Flux,53913573
1999,Mickey Blue Eyes,53864342
2009,The International,53850527
2017,"I, Tonya",53797409
2007,The Messengers,53774833
1993,The Three Musketeers,53661805
2019,Long Shot,53624424
1993,Rookie of the Year,53579269
2006,Stranger Than Fiction,53572822
1994,The Jungle Book,53508356
2021,Escape Room: Tournament of Champions,53493064
2000,Bounce,53425292
2015,The Boy Next Door,53401938
2023,Jesus Revolution,53381966
1987,Throw Momma From the Train,53380796
2006,An Inconvenient Truth,53365925
2023,Mummies,53331786
2017,Molly’s Game,53296424
2003,Radio,53293628
1973,Papillon,53292989
2016,A Chinese Odyssey: Part Three,53258383
2015,Hollywood Adventures,53246837
1990,Arachnophobia,53208180
2008,Doubt,53191101
2000,Pitch Black,53182088
2013,Tyler Perry’s Temptation,53143144
2010,From Paris With Love,53139168
2014,That Awkward Moment,53068955
2009,Wickie und die starken Männer,53049987
2010,Konferenz der Tiere,53048539
1989,To the Limit,53000000
2006,The Sinking of Japan,53000000
2008,Suspect X,53000000
2009,Defiance,52987754
1992,My Cousin Vinny,52929168
1999,Message in a Bottle,52880016
1987,Outrageous Fortune,52864741
2016,Patriots Day,52837989
2011,Choi-jong-byeong-gi-hwal,52760691
1980,American Gigolo,52743674
2008,Untraceable,52649951
1993,Beethoven's 2nd,52636940
2023,Chá Ā Èr Zhōng (茶啊二中),52626747
2015,The Night Before,52568099
2011,The Roommate,52545707
2013,Tyler Perry's A Madea Christmas,52543354
2016,Leokki,52491101
2002,Big Fat Liar,52461017
2014,Wild,52460543
2016,Mother’s Day,52367022
2016,Wo de te gong ye ye,52352517
2022,The Banshees of Inisherin,52344724
2010,Le Petit Nicolas,52339566
1980,Ordinary People,52302978
1994,The Crow,52293908
1986,The Color of Money,52293000
1986,Stand by Me,52288650
2002,One Hour Photo,52223306
1993,Nowhere to Run,52189039
2020,Tolo Tolo,52186424
2022,Ambulance,52181095
1979,10,52134699
2017,Bareilly Ki Barfi,52117236
2017,The Outlaws,52097753
2016,Ekipazh,52092388
1999,"South Park: Bigger, Longer & Uncut",52037603
1984,Amadeus,51973029
2018,Bei Shang Ni Liu Cheng He,51955230
2018,Slender Man,51945949
2020,Ru Guo Sheng Yin Bu Ji De,51890000
1987,Jaws 4: The Revenge,51881013
2000,Hanging Up,51867723
2018,Peppermint,51800758
2017,1987: When the Day Comes,51775357
2009,I Can Do Bad All By Myself,51733921
2015,Himalaya,51706687
1996,Maximum Risk,51702929
2013,Homefront,51695362
1988,Biloxi Blues,51684798
1990,Awakenings,51636504
2018,Teen Titans Go! To The Movies,51620593
2002,Blue Crush,51618420
2016,Goksung,51521990
2018,Breaking In,51485382
2010,Daybreakers,51445503
1992,Sneakers,51433000
2014,Astérix: Le domaine des dieux,51379470
1997,Mortal Kombat: Annihilation,51327406
1978,Hooper,51290536
1996,Fargo,51203507
2023,Expend4bles,51133603
2011,Bodyguard,51119758
2021,Luca,51112314
1976,Silver Streak,51079064
1977,"Oh, God!",51061196
1976,All the President’s Men,51048857
1994,Naked Gun 33 1/3: The Final Insult,51041856
2012,Las aventuras de Tadeo Jones,51029081
2016,Master,51007693
2002,Enough,50970660
2004,Team America: World Police,50948811
1988,Bull Durham,50888729
2019,Song of Youth,50885008
2008,College Road Trip,50873923
2013,Yeh Jawaani Hai Deewani,50827466
2009,Coco avant Chanel,50813834
2004,You Got Served,50811858
1977,A Bridge Too Far,50800000
2013,Feng Bao,50770000
2002,Hable con ella,50768280
2024,The First Omen,50760266
1992,The Mighty Ducks,50752337
2013,August: Osage County,50738810
2015,Hot Pursuit,50732472
2007,Sea Monsters: A Prehistoric Adventure,50728163
2005,Elizabethtown,50719373
1967,Bonnie and Clyde,50700128
1998,Bride of Chucky,50692188
1977,The Deep,50681884
2008,Meet Dave,50648806
1998,Mighty Joe Young,50632037
2019,Kholop,50590362
1969,The Love Bug,50582265
2006,Notes on a Scandal,50578411
2019,Kingudamu,50573876
1987,Eddie Murphy Raw,50504655
2005,Diary of a Mad Black Woman,50458356
2014,About Last Night,50445860
2024,White Snake: Afloat (白蛇：浮生),50420807
2003,Hollywood Homicide,50409753
2019,Just Mercy,50394773
2012,Red Tails,50365498
2015,Concussion,50363790
2014,Nightcrawler,50334418
1994,Natural Born Killers,50283563
1994,Angels in the Outfield,50236831
2007,Grindhouse,50187789
1998,Sphere,50168294
2014,Supercondriaque,50160446
1997,Breakdown,50159144
2011,Winnie the Pooh,50145607
2008,The Women,50103808
1962,The Longest Day,50100000
1993,Hocus Pocus,50076993
2005,Fever Pitch,50071069
1997,Absolute Power,50068310
1978,The Deer Hunter,50065119
2000,The Replacements,50054511
2019,Uncut Gems,50023780
1994,When a Man Loves a Woman,50021959
1995,A Walk in the Clouds,50008143
1994,Little Women,50003303
1981,Reds,50000130
2005,Capote,49924079
1973,The Way We Were,49919870
2009,The Hurt Locker,49876984
2010,The Switch,49858465
1986,Legal Eagles,49851591
2004,Raising Helen,49842431
1980,Popeye,49823037
1998,Pleasantville,49805462
1995,Leaving Las Vegas,49800000
1989,Major League,49793054
2015,Bakemono no ko,49766058
1987,"Planes, Trains & Automobiles",49752241
2013,Kokuriko-zaka Kara,49741540
2007,This Christmas,49733545
2004,Sky Captain and the World of Tomorrow,49730854
2011,Ip Man: Legend of the Grand Master,49721954
2008,Drillbit Taylor,49686263
2009,Push,49678401
2010,How Do You Know?,49628177
2012,Man on a Ledge,49621440
2006,The Ant Bully,49610898
1988,Oliver & Company,49576671
2015,Surprise: Journey to the West,49576645
2021,Belfast,49507348
2019,The Grudge,49503117
2009,The Fourth Kind,49486874
2005,Dark Water,49473093
1975,Shampoo,49407734
1985,National Lampoon's European Vacation,49400000
2021,I Fell in Love Like a Flower Bouquet,49392493
2016,The Finest Hours,49252761
2010,Scott Pilgrim vs. The World,49245842
2006,The Black Dahlia,49238525
2019,Breakthrough,49231674
2019,Little,49207917
2016,Operation Chromite,49196532
2006,The Last King of Scotland,49155371
2007,Hwa-ryeo-han hyuga,49136551
1998,The Negotiator,49105766
2024,Tarot,49104745
1991,Bugsy,49103967
2014,Demain Tout Commence,49070099
2017,Logan Lucky,49046121
1986,Cobra,49042224
2005,Danny the Dog,49037621
2016,So Young 2: Never Gone,49002398
2011,Arthur et la vengeance de Maltazard,48995492
2010,Death at a Funeral,48977233
2010,Alpha and Omega,48958353
2020,Trolls: World Tour,48866407
1987,Full Metal Jacket,48845082
2019,Isn’t it Romantic,48791187
1977,The Rescuers,48775599
2022,Marry Me,48774993
2018,Andhadhun,48707583
2022,Brahmastra Part 1: Shiva,48698914
2010,She's Out of My League,48680977
1998,The Avengers,48585416
1976,The Omen,48577431
2018,Death Wish,48575965
2004,Fat Albert,48563556
2009,9,48559999
2013,Parker,48543388
2010,Frozen,48533065
2012,Les petits mouchoirs,48530887
2020,Fantasy Island,48518957
2018,Mary Queen of Scots,48481754
2010,Charlie St. Cloud,48478084
1999,Magnolia,48446802
2013,The Big Wedding,48425971
2013,The Last Stand,48330757
2013,Bereurlin,48314840
1999,"Girl, Interrupted",48308749
2019,Queen & Slim,48266163
1992,Malcolm X,48169910
1997,G.I. Jane,48169156
2012,Red Dawn,48164150
1984,Tightrope,48100000
2017,Kōng tiān liè,48069252
2014,Her,48038809
1992,Single White Female,48017402
2005,Welcome to Dongmakgol,48000000
2009,Under the Sea 3D,47985587
2011,Sutekina kanashibari,47966182
1993,Wayne's World 2,47965000
2011,Sunny,47958698
1984,The Natural,47951979
1980,The Blue Lagoon,47923795
2003,Secondhand Lions,47902566
2020,I’m From Today!,47895889
2000,High Fidelity,47881663
2017,Tyler Perry’s Boo 2! A Madea Halloween,47879572
2017,Ji Qi Zhi Xue,47872755
2019,Shaun the Sheep Movie: Farmageddon,47862290
2004,Walking Tall,47856383
2023,Plane,47855350
2020,Monster Hunter,47853893
2012,Trouble with the Curve,47818913
2011,Arthur,47787943
2008,Shutter,47782426
2015,Prem Ratan Dhan Payo,47764639
2005,George A. Romero's Land of the Dead,47751015
2000,Book of Shadows: Blair Witch 2,47721314
2010,Hachiko: A Dog’s Story,47707417
2013,Texas Chainsaw 3D,47666013
1991,New Jack City,47624253
1961,West Side Story,47596274
2019,47 Meters Down: Uncaged,47582563
2020,The New Mutants,47535251
2017,Phantom Thread,47505098
1986,An American Tail,47483002
2024,The Strangers: Chapter 1,47445905
1990,The Rescuers Down Under,47431461
2018,Les Tuche 3,47427990
2009,Crazy Heart,47417251
1998,The Big Lebowski,47409582
1999,Man on the Moon,47407635
1990,Hard To Kill,47381527
2000,Almost Famous,47371191
2011,Born to be Wild 3D,47365321
2008,長江七號 (CJ7),47300771
2003,Darkness Falls,47289758
2007,Death at a Funeral,47289148
1974,Airport 1975,47285152
2000,The Watcher,47267829
2003,The Hunted,47213095
2021,Don’t Breathe 2,47201347
2005,The Wedding Date,47175038
1997,The Rainmaker,47159786
2019,Luo Xiaohei zhan ji,47151157
2011,Soul Surfer,47135489
2013,The World's End,47124638
2024,Upstream (逆行人生),47122051
1982,The Toy,47118057
1990,Goodfellas,47103483
2011,Meitantei Conan: Chinmoku no kuôtâ,47024973
2010,Dabangg,47017018
2013,The Place Beyond the Pines,47011449
2009,Desu Noto 2,47000000
2015,Xiong Chu Mei Zhi Xue Ling Xiong Feng,46998773
1980,Urban Cowboy,46918287
1989,"See No Evil, Hear No Evil",46900000
2017,Rough Night,46844357
2014,Chef,46829309
2020,The War with Grandpa,46819069
2006,Deck the Halls,46815807
2010,The Spy Next Door,46752858
1993,Fortress,46730578
2019,Midsommar,46721621
1985,Fletch,46700000
2005,Get Rich or Die Tryin',46666955
1975,Dog Day Afternoon,46665856
2008,The Wrestler,46634275
2018,Acrimony,46627836
1988,Colors,46616067
1990,Look Who's Talking Too,46614448
2011,The Debt,46604054
2008,Bangkok Dangerous,46598133
2018,Uncle Drew,46594261
1991,The Rocketeer,46573027
1995,The Brady Bunch Movie,46546167
2023,Missing,46537213
2009,The Last House on the Left,46526243
1963,How the West Was Won,46500000
2022,Jué Wàng Zhǔ Fū (绝望主夫),46470000
2015,Entourage,46438538
1992,The Distinguished Gentleman,46434570
2016,A Monster Calls,46414530
2020,Yi Dian Jiu Dao Jia,46389109
2010,Machete,46370970
1994,The Paper,46368310
2006,The Nativity Story,46309644
1947,Miracle on 34th Street,46295886
1993,Addams Family Values,46293855
2011,Des Hommes et Des Dieux,46263525
2017,Qi Man Dun Jia,46263233
2023,"Ruby Gillman, Teenage Kraken",46247409
2016,Risen,46244066
2018,Campeones,46236356
1980,The Shining,46223437
1976,The Enforcer,46200000
2009,Fantastic Mr. Fox,46187511
2004,Torque,46176322
1996,One Fine Day,46169663
2018,Huang Jin Xiong Di,46165078
2017,Er Dai Yao Jing,46154324
2004,Napoleon Dynamite,46122713
1972,Deliverance,46122355
1999,For Love of the Game,46112640
2024,Decoded (解密),46069605
2002,A Walk to Remember,46060861
2023,Thanksgiving,46044880
1993,Malice,46038636
2007,The Nanny Diaries,45991195
2007,Mr. Brooks,45989012
2020,Ji Xian Feng,45986345
2018,Winchester,45960255
1985,The Breakfast Club,45905126
2015,Zan men jie hun ba,45881996
2017,Gunhamdo,45872441
1985,Brewster's Millions,45800000
1982,Firefox,45785720
2017,Gintama,45776563
2009,Take Off,45743246
2019,Zhui Long 2: Zhui Ji Da Fu Hao,45738461
2015,"McFarland, USA",45707924
2017,Xin Li Zui,45698504
1990,RoboCop 2,45681173
2015,You yi ge di fang zhi you wo men zhi dao,45642013
1994,D2: The Mighty Ducks,45604206
2022,Orphan: First Kill,45585682
2000,Dancer in the Dark,45556774
2018,Legend of Tang Dynasty 2,45521268
